transaction_id,transaction_time,transaction_amount,merchant,customer_age,customer_region,is_fraud
148,12-02-2026 15:02,2527.61,Clothing,33,North,0
149,20-12-2025 17:47,1393.95,Clothing,18,North,1
150,04-02-2026 04:37,644.85,Grocery,58,North,0
151,27-12-2025 11:51,908.58,Travel,63,West,0
152,08-01-2026 08:50,4083.91,Travel,71,South,0
153,19-12-2025 19:43,4397.41,Food,41,West,0
154,29-12-2025 05:54,1473.78,Fuel,59,West,0
155,14-12-2025 10:01,3313.25,Electronics,70,North,0
156,10-01-2026 20:15,4660.53,Grocery,78,North,0
157,04-02-2026 12:02,1955.19,Grocery,35,East,0
158,15-01-2026 08:45,309.4,Electronics,55,East,0
159,26-01-2026 12:09,3236.36,Fuel,45,East,1
160,02-02-2026 20:00,4434.38,Fuel,62,East,0
161,15-12-2025 17:51,4727.22,Food,38,North,0
162,30-01-2026 12:42,3808.06,Travel,32,East,0
163,21-01-2026 02:55,446.32,Grocery,46,West,0
164,18-01-2026 07:41,2381.64,Travel,56,North,0
165,19-12-2025 01:32,2838.26,Grocery,30,North,1
166,17-01-2026 16:06,3011.54,Electronics,29,North,0
167,16-01-2026 01:54,443.99,Grocery,22,North,0
168,17-01-2026 06:02,3553.55,Travel,44,East,1
169,27-12-2025 09:16,896.4,Travel,66,South,0
170,19-01-2026 23:26,1139.94,Fuel,62,West,0
171,11-02-2026 10:14,853.73,Clothing,55,North,1
172,25-12-2025 05:42,1940.7,Travel,36,North,0
173,18-01-2026 12:14,2792.75,Electronics,40,East,0
174,09-02-2026 04:35,2990.68,Fuel,71,North,0
175,15-01-2026 22:12,1500.04,Travel,49,North,0
176,09-01-2026 03:57,4269.26,Electronics,48,South,0
177,17-12-2025 23:20,3601.73,Fuel,47,South,0
178,14-12-2025 12:18,1412.34,Travel,70,East,1
179,13-01-2026 16:07,3389.49,Grocery,71,West,0
180,10-01-2026 08:37,4504.13,Electronics,57,North,0
181,14-12-2025 16:04,4117.26,Travel,31,South,0
182,11-02-2026 01:14,3098.09,Grocery,24,North,0
183,20-12-2025 19:47,1107.1,Clothing,27,South,0
184,26-12-2025 22:39,1701.02,Food,64,West,0
185,20-01-2026 02:53,1958.09,Clothing,25,South,0
186,04-02-2026 20:26,2023.66,Grocery,38,East,0
187,09-01-2026 07:48,416.2,Grocery,34,West,0
188,01-02-2026 14:49,4552.85,Travel,31,West,0
189,17-12-2025 08:45,3683.81,Clothing,58,North,0
190,08-01-2026 11:47,188.62,Travel,69,East,0
191,23-01-2026 17:45,2121.63,Electronics,62,North,0
192,16-01-2026 23:02,4666.88,Grocery,77,North,0
193,10-01-2026 22:09,3615.35,Food,70,South,0
194,31-12-2025 09:53,2475.79,Fuel,40,West,0
195,03-01-2026 21:39,4232.36,Electronics,49,North,0
196,30-01-2026 16:11,3993.1,Food,64,North,0
197,26-12-2025 15:16,2928.2,Electronics,78,East,1
198,16-12-2025 03:53,3666.2,Grocery,64,North,0
199,26-01-2026 15:26,828.39,Grocery,67,South,0
200,26-01-2026 17:36,2386.97,Fuel,29,West,0
201,07-02-2026 19:50,3518.08,Travel,43,North,1
202,17-12-2025 14:06,2410.76,Fuel,78,West,0
203,03-01-2026 01:42,3669.14,Electronics,70,North,0
204,12-02-2026 08:50,3930.61,Grocery,32,South,0
205,14-12-2025 14:00,3959.74,Clothing,54,North,0
206,19-01-2026 03:30,3785.7,Fuel,42,East,0
207,06-02-2026 23:54,1433.31,Electronics,47,South,0
208,16-01-2026 23:14,298.21,Clothing,25,North,0
209,21-01-2026 06:27,624.82,Food,46,East,0
210,04-01-2026 05:14,2028.3,Grocery,37,East,0
211,15-01-2026 09:21,3312.51,Grocery,40,North,0
212,31-12-2025 03:59,1063.62,Food,29,North,0
213,31-12-2025 01:19,3258.77,Grocery,54,West,0
214,08-01-2026 19:00,4164.29,Clothing,70,East,0
215,19-12-2025 12:05,2705.83,Travel,30,West,1
216,24-12-2025 20:16,554.71,Grocery,35,South,0
217,14-12-2025 20:50,2662.97,Fuel,45,South,0
218,17-12-2025 14:13,4409.98,Electronics,67,West,0
219,14-01-2026 22:59,1256.02,Food,70,East,0
220,25-01-2026 22:46,4295.91,Travel,62,North,0
221,18-01-2026 03:07,2371.79,Electronics,62,East,0
222,29-12-2025 12:52,4644.03,Food,48,West,0
223,10-01-2026 21:40,212.94,Fuel,56,West,0
224,31-12-2025 10:17,2176.45,Fuel,52,North,0
225,23-12-2025 08:25,279.55,Electronics,73,West,1
226,01-01-2026 14:11,3119.02,Electronics,56,East,0
227,06-01-2026 14:27,1448.31,Clothing,74,West,0
228,07-01-2026 01:09,2869.71,Clothing,25,West,0
229,12-01-2026 12:09,3944.41,Grocery,31,South,0
230,17-01-2026 03:35,2136.26,Grocery,59,West,0
231,01-01-2026 00:13,2486.87,Electronics,79,West,0
232,31-01-2026 04:41,3696.25,Clothing,38,South,1
233,25-12-2025 04:27,2530.76,Grocery,60,South,0
234,08-02-2026 03:16,2554.98,Travel,74,North,1
235,15-01-2026 04:05,873.32,Food,73,North,0
236,12-01-2026 00:12,1751.73,Travel,79,West,0
237,09-02-2026 18:06,831.26,Electronics,65,West,0
238,08-02-2026 03:12,781.4,Grocery,59,West,0
239,30-01-2026 18:02,1529.6,Travel,32,East,0
240,23-01-2026 05:18,1810.12,Grocery,62,North,0
241,10-01-2026 09:43,2379.38,Electronics,70,West,0
242,01-01-2026 21:14,917.79,Travel,32,North,1
243,24-01-2026 05:29,177.44,Electronics,63,South,0
244,26-01-2026 04:26,3404.76,Clothing,28,West,0
245,24-01-2026 11:28,80.53,Clothing,75,West,0
246,11-01-2026 19:50,4318.04,Travel,43,West,0
247,01-01-2026 17:31,1300.52,Electronics,19,East,0
248,19-12-2025 01:45,742.35,Food,59,North,0
249,01-01-2026 03:15,4822.92,Electronics,22,West,0
250,10-02-2026 15:39,4322.95,Food,44,South,0
251,20-12-2025 08:32,841.58,Food,75,South,0
252,07-02-2026 07:28,3619.35,Fuel,36,North,0
253,31-12-2025 03:08,2507.59,Clothing,57,East,0
254,16-12-2025 09:26,3651.79,Grocery,75,South,0
255,04-02-2026 09:39,4244.06,Food,41,South,0
256,12-02-2026 11:15,3673.27,Travel,54,North,0
257,18-12-2025 02:01,1176.23,Clothing,75,North,1
258,06-01-2026 04:55,2441.0,Travel,29,East,0
259,12-01-2026 13:01,3044.19,Fuel,48,East,0
260,23-12-2025 15:34,3440.96,Fuel,31,West,0
261,26-12-2025 05:04,1987.0,Grocery,45,North,1
262,31-12-2025 01:46,299.87,Food,51,North,0
263,01-02-2026 12:50,1359.54,Electronics,23,North,0
264,06-02-2026 18:40,2216.2,Food,39,North,0
265,11-01-2026 17:27,3689.43,Fuel,55,North,0
266,21-01-2026 05:32,2206.74,Clothing,39,North,0
267,26-12-2025 09:52,3606.25,Electronics,63,West,1
268,06-02-2026 09:06,1687.03,Grocery,18,West,0
269,26-12-2025 23:13,2577.61,Clothing,68,East,0
270,07-01-2026 18:25,4170.07,Clothing,52,North,0
271,29-12-2025 19:25,3058.89,Food,78,South,0
272,23-12-2025 10:34,4639.83,Grocery,69,South,0
273,28-12-2025 09:09,3928.11,Food,76,West,0
274,20-01-2026 05:29,4485.48,Electronics,61,West,0
275,03-02-2026 16:48,3813.42,Clothing,52,South,0
276,01-02-2026 03:22,640.87,Grocery,19,North,1
277,11-01-2026 20:01,3030.61,Fuel,38,West,0
278,24-01-2026 15:08,3661.14,Fuel,79,East,0
279,29-01-2026 21:51,2457.45,Grocery,50,East,0
280,11-02-2026 20:25,2394.37,Clothing,22,East,0
281,16-01-2026 22:08,2083.41,Fuel,35,North,0
282,19-01-2026 05:16,3004.72,Grocery,20,West,1
283,03-02-2026 02:22,1769.91,Fuel,70,West,0
284,20-12-2025 05:12,2473.55,Food,55,East,0
285,29-01-2026 03:52,173.4,Travel,61,East,0
286,20-12-2025 07:59,4741.24,Electronics,40,North,0
287,14-01-2026 20:02,4966.27,Electronics,62,South,0
288,11-02-2026 07:16,3240.36,Electronics,35,North,0
289,30-01-2026 04:10,354.87,Fuel,18,West,0
290,20-12-2025 18:00,4955.72,Clothing,42,North,0
291,03-01-2026 03:28,1917.09,Food,48,West,0
292,08-02-2026 17:01,986.42,Grocery,68,West,0
293,20-01-2026 17:03,4785.89,Clothing,21,South,0
294,19-12-2025 23:19,153.02,Electronics,75,East,1
295,21-12-2025 22:39,870.13,Electronics,40,South,0
296,29-12-2025 02:31,1925.33,Clothing,39,North,0
297,13-01-2026 09:18,4787.25,Clothing,24,West,0
298,17-12-2025 22:32,2661.56,Travel,19,North,0
299,21-01-2026 07:12,1298.9,Food,77,South,0
300,07-02-2026 11:07,4734.48,Fuel,35,West,0
301,31-01-2026 09:49,3398.37,Electronics,30,North,0
302,22-01-2026 14:55,253.78,Electronics,32,West,0
303,07-01-2026 20:36,324.65,Travel,36,North,0
304,05-01-2026 17:36,3091.43,Food,47,South,0
305,14-01-2026 18:15,1720.25,Fuel,29,West,0
306,21-01-2026 08:06,2786.46,Food,41,West,0
307,01-01-2026 18:45,734.55,Grocery,55,North,0
308,07-01-2026 09:25,1717.84,Food,21,South,0
309,08-02-2026 19:25,1798.9,Clothing,79,West,0
310,26-12-2025 08:11,2226.53,Grocery,45,East,0
311,30-01-2026 19:38,3084.7,Grocery,45,South,0
312,08-02-2026 21:30,3367.43,Grocery,28,East,1
313,02-02-2026 06:49,3546.52,Fuel,46,South,1
314,20-12-2025 19:45,2575.05,Electronics,25,North,1
315,18-01-2026 04:45,2588.52,Fuel,72,West,0
316,09-01-2026 07:34,431.8,Travel,70,East,0
317,16-01-2026 02:47,3411.83,Electronics,62,West,0
318,09-02-2026 21:09,3833.99,Fuel,25,North,0
319,04-01-2026 19:20,2623.03,Travel,50,East,0
320,12-01-2026 03:10,449.08,Electronics,36,East,0
321,08-01-2026 09:00,4446.44,Clothing,51,North,0
322,03-02-2026 02:53,441.02,Electronics,35,South,0
323,11-01-2026 00:04,4597.89,Grocery,20,East,1
324,17-01-2026 13:23,2975.92,Travel,26,South,0
325,21-01-2026 04:25,4415.65,Clothing,67,North,0
326,17-01-2026 19:45,1758.39,Grocery,67,North,1
327,10-02-2026 08:02,3896.39,Food,39,South,0
328,25-01-2026 15:16,2167.55,Grocery,25,South,0
329,30-01-2026 06:57,2654.7,Fuel,24,North,0
330,29-12-2025 01:04,2018.75,Grocery,37,South,0
331,18-12-2025 08:39,62.76,Grocery,60,East,0
332,16-01-2026 05:08,3048.47,Food,72,South,0
333,16-01-2026 07:44,4987.98,Travel,50,East,0
334,17-01-2026 19:19,3870.19,Fuel,62,South,0
335,05-01-2026 00:27,3212.69,Grocery,73,South,1
336,25-12-2025 05:02,440.55,Food,61,West,0
337,08-02-2026 11:52,4371.63,Clothing,52,North,0
338,09-01-2026 20:13,3319.65,Fuel,36,South,0
339,15-01-2026 20:04,2286.58,Food,77,East,1
340,03-02-2026 02:56,2711.7,Grocery,31,South,0
341,30-01-2026 05:09,881.85,Grocery,78,North,0
342,29-12-2025 20:46,974.43,Food,53,East,0
343,27-01-2026 15:16,3617.1,Clothing,64,North,0
344,27-01-2026 23:17,105.02,Electronics,29,East,1
345,18-12-2025 14:29,2419.58,Travel,54,South,0
346,28-12-2025 11:42,714.91,Food,21,North,0
347,13-02-2026 00:30,3758.51,Electronics,37,North,0
348,08-02-2026 20:10,1825.79,Food,53,East,0
349,29-12-2025 21:00,936.88,Travel,64,East,0
350,16-01-2026 06:26,2343.69,Grocery,76,South,0
351,20-01-2026 03:34,4604.62,Electronics,32,East,0
352,07-02-2026 07:28,1483.31,Grocery,68,North,0
353,02-01-2026 12:54,615.63,Grocery,45,East,1
354,25-12-2025 17:31,2845.91,Travel,60,South,0
355,23-12-2025 07:08,1719.11,Electronics,18,South,0
356,19-01-2026 04:26,1375.88,Clothing,60,North,0
357,19-12-2025 12:17,814.4,Food,51,South,0
358,18-01-2026 11:19,175.12,Electronics,73,East,0
359,25-01-2026 13:50,1034.41,Clothing,45,East,0
360,05-01-2026 20:29,3160.81,Fuel,37,East,0
361,15-12-2025 13:56,1352.45,Travel,57,South,0
362,31-12-2025 12:25,898.85,Grocery,40,East,0
363,17-12-2025 13:59,2551.78,Travel,32,North,0
364,08-02-2026 16:35,2450.73,Electronics,70,West,0
365,14-12-2025 16:49,2867.77,Travel,58,East,0
366,24-01-2026 05:08,1301.43,Clothing,20,South,0
367,20-01-2026 07:58,3280.58,Grocery,31,North,0
368,14-12-2025 09:55,3930.25,Clothing,44,West,0
369,10-02-2026 05:24,2303.28,Fuel,67,West,0
370,26-01-2026 12:13,773.72,Food,43,South,0
371,10-02-2026 20:14,3464.33,Clothing,64,East,0
372,09-01-2026 08:20,3639.16,Travel,21,East,0
373,01-02-2026 12:37,531.4,Food,71,South,0
374,25-01-2026 08:39,2687.77,Fuel,78,East,0
375,05-01-2026 03:36,1809.27,Travel,79,North,1
376,30-12-2025 10:11,4252.69,Fuel,34,East,0
377,02-01-2026 10:40,3589.37,Travel,24,West,0
378,29-12-2025 00:45,4574.48,Grocery,57,East,0
379,01-01-2026 01:44,3290.14,Travel,54,East,0
380,01-01-2026 04:23,1577.68,Grocery,55,North,0
381,24-01-2026 16:46,3527.77,Food,55,South,0
382,21-01-2026 15:19,4602.22,Electronics,67,West,0
383,21-01-2026 22:33,3777.52,Grocery,53,North,0
384,05-02-2026 15:14,3433.97,Grocery,41,West,0
385,08-02-2026 01:15,3596.56,Clothing,47,North,0
386,29-01-2026 12:31,493.85,Grocery,72,East,0
387,07-02-2026 20:37,2156.82,Travel,72,West,0
388,20-12-2025 20:27,623.39,Electronics,32,South,0
389,08-01-2026 23:53,4486.24,Travel,35,North,1
390,30-12-2025 14:48,2549.08,Grocery,61,West,0
391,15-01-2026 21:59,3587.8,Food,33,West,0
392,30-01-2026 02:55,4986.2,Clothing,39,East,0
393,29-01-2026 22:10,1217.25,Fuel,24,South,0
394,23-01-2026 01:47,2873.13,Electronics,25,East,0
395,27-12-2025 22:27,242.01,Fuel,30,East,0
396,05-01-2026 18:42,2269.83,Grocery,32,West,0
397,06-01-2026 01:25,2590.4,Travel,72,East,0
398,28-01-2026 20:02,3980.07,Clothing,22,North,0
399,03-01-2026 06:18,2694.98,Fuel,46,East,0
400,05-01-2026 18:12,3970.1,Food,59,West,0
401,22-12-2025 17:24,3016.9,Fuel,73,East,0
402,10-02-2026 04:21,4520.52,Electronics,52,South,0
403,11-01-2026 08:46,2965.37,Travel,39,East,0
404,08-01-2026 14:48,1765.77,Fuel,54,East,1
405,09-01-2026 09:38,1654.79,Fuel,50,West,1
406,09-02-2026 23:21,1758.17,Fuel,59,West,0
407,04-02-2026 06:27,2825.2,Clothing,72,East,0
408,09-01-2026 06:07,1931.85,Fuel,73,West,0
409,14-12-2025 06:00,136.1,Food,74,South,0
410,30-01-2026 01:19,3802.35,Grocery,33,West,0
411,08-01-2026 03:28,1762.83,Travel,68,North,0
412,06-01-2026 21:31,3438.88,Clothing,41,North,0
413,25-01-2026 08:55,4356.15,Travel,38,East,0
414,03-01-2026 04:14,3219.74,Electronics,66,East,0
415,03-02-2026 09:47,665.44,Electronics,79,West,0
416,16-12-2025 20:30,919.74,Travel,54,South,0
417,01-01-2026 04:23,219.31,Travel,43,West,0
418,31-12-2025 13:40,2676.21,Fuel,74,South,0
419,23-12-2025 23:32,828.94,Grocery,42,East,0
420,21-12-2025 12:25,3952.02,Fuel,22,East,0
421,14-01-2026 04:07,4727.08,Fuel,32,West,0
422,25-12-2025 00:41,364.41,Fuel,23,West,0
423,20-01-2026 16:35,2448.04,Food,63,West,1
424,23-01-2026 05:13,3153.47,Food,76,East,0
425,14-12-2025 21:08,3477.92,Electronics,27,North,0
426,08-02-2026 07:38,1184.95,Fuel,53,South,0
427,17-01-2026 04:51,4719.23,Electronics,52,East,0
428,24-01-2026 04:19,3965.83,Clothing,30,West,0
429,15-12-2025 05:05,120.28,Grocery,36,South,0
430,06-01-2026 15:39,4591.76,Travel,56,South,0
431,18-01-2026 02:39,3085.94,Grocery,21,North,0
432,07-02-2026 18:11,3192.68,Fuel,24,East,0
433,04-02-2026 02:09,555.63,Food,66,West,0
434,14-12-2025 06:56,4698.18,Fuel,65,East,0
435,14-01-2026 10:44,2581.85,Electronics,37,South,0
436,06-01-2026 18:54,4767.2,Fuel,67,North,0
437,24-01-2026 11:29,2445.57,Travel,71,West,0
438,16-12-2025 22:32,754.78,Electronics,45,South,0
439,10-02-2026 10:01,2708.15,Food,71,East,0
440,27-01-2026 02:05,515.23,Grocery,29,West,1
441,03-02-2026 13:11,1462.26,Grocery,58,South,0
442,09-02-2026 05:56,1249.8,Clothing,21,South,0
443,16-01-2026 16:19,2578.29,Grocery,68,South,0
444,19-12-2025 23:35,4649.45,Clothing,67,South,0
445,21-01-2026 07:17,4917.17,Travel,73,South,0
446,03-01-2026 22:15,4275.36,Grocery,70,West,0
447,06-02-2026 20:32,770.55,Clothing,59,North,0
448,05-01-2026 01:09,2059.55,Grocery,54,East,0
449,04-02-2026 09:32,3320.14,Food,44,West,0
450,15-01-2026 06:27,1060.13,Clothing,58,East,0
451,21-01-2026 07:36,3747.53,Fuel,56,East,0
452,26-12-2025 00:22,3126.58,Grocery,71,North,0
453,21-01-2026 10:06,1594.58,Grocery,42,South,1
454,09-02-2026 22:33,4655.6,Clothing,34,West,0
455,25-01-2026 08:27,1548.82,Food,49,West,0
456,26-12-2025 13:23,3497.46,Clothing,55,South,0
457,27-01-2026 20:29,4006.59,Electronics,53,East,1
458,30-12-2025 14:59,3807.22,Clothing,52,North,0
459,29-12-2025 01:46,162.92,Fuel,77,South,0
460,18-01-2026 21:01,935.2,Travel,64,South,0
461,28-01-2026 04:09,3689.31,Fuel,34,East,0
462,19-12-2025 05:11,870.23,Electronics,25,West,0
463,27-12-2025 10:19,431.48,Travel,69,South,0
464,11-02-2026 03:46,4404.08,Grocery,27,East,0
465,07-01-2026 13:44,4009.74,Food,55,East,0
466,24-12-2025 01:55,4750.7,Electronics,67,South,0
467,21-01-2026 03:15,207.22,Electronics,52,North,0
468,07-01-2026 14:55,1668.3,Grocery,74,South,0
469,19-01-2026 11:47,4352.24,Grocery,37,East,0
470,18-12-2025 19:59,2306.27,Fuel,65,West,0
471,28-01-2026 00:12,1234.74,Grocery,30,West,0
472,15-12-2025 06:55,2154.35,Food,55,South,1
473,19-01-2026 02:58,135.21,Electronics,51,South,0
474,04-01-2026 04:34,2835.44,Food,25,West,0
475,29-12-2025 19:34,4122.72,Clothing,20,East,0
476,02-02-2026 11:56,1286.39,Grocery,40,North,0
477,31-01-2026 14:36,3501.78,Fuel,77,North,0
478,21-12-2025 23:57,1551.64,Fuel,43,East,1
479,23-01-2026 08:21,3302.85,Fuel,32,West,0
480,14-12-2025 11:40,3339.89,Travel,52,East,0
481,13-01-2026 17:10,736.84,Electronics,79,North,0
482,25-01-2026 14:29,4304.45,Food,22,North,1
483,06-02-2026 10:02,2527.3,Travel,40,South,0
484,29-12-2025 19:41,3199.95,Food,54,North,0
485,17-12-2025 16:28,3896.36,Fuel,72,East,0
486,27-12-2025 14:22,4232.32,Travel,62,East,0
487,27-01-2026 09:20,2033.66,Grocery,50,North,0
488,26-12-2025 06:44,4392.26,Food,59,North,0
489,10-01-2026 08:52,3090.88,Fuel,49,East,0
490,17-01-2026 13:01,397.0,Grocery,70,South,0
491,26-12-2025 19:12,1698.75,Electronics,22,South,0
